Applicant,Application,Created date,Submitted date,Offer type,Offer course name,Gender,Special needs,Disadvantaged background,Latest Higher Education Institution,Latest Education Level,Education - Block 1: Level of education,Education - Block 2: Level of education,Language: native,Extra question: Intended Major/Program of study at Ashesi University,"Extra question: Have you applied to Ashesi before? If ""yes"" indicate the year.",Extra question: Have any of your family members gained admission to Ashesi University?,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Type of Exam,Extra question: Exam Year,Extra question: Certificate Awarded,Extra question: Graduating/Cummulative Score,Extra question: Certificate Classification,Extra question: How did you hear about Ashesi? You can select all that apply to you:,"Extra question: Have you ever attended any Ashesi sponsored high school event? If ""yes"" please state event and year of attendance.",Extra question: Do you Need Financial Aid?,Extra question: Do you need Financial Aid?,Extra question: Do you need Financial Aid,Extra question: Do you Need Financial Aid?,Language test - numerical score,Language test - textual score,Motivation letter - numerical score,Motivation letter - textual score,Skype interviw grade - numerical score
20323,20588,30/05/2022 10:28,24/08/2022 20:53,Failed,[B.Sc.] Business Administration,F,,,,OQ,OQ,SE,en,,yes. 2021,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,IGCSE 'A' Level,05/05/2021,,,,"School Visit
Friend
Ashesi Student/Alumni",,No,,,,,,,,
26113,20593,30/05/2022 17:39,29/06/2022 4:20,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,sw,,Not Applicable,No,,,,,,,Yes,Father,Basic Education/School,Yes,Mother,Basic Education/School,International Baccalaureate (IB) Diploma,04/05/2022,,,,"Ashesi Student/Alumni
Ashesi Website
Teacher / Counselor
Ashesi Staff/Faculty",N/A,Yes,,,,,,,,
28164,20594,30/05/2022 17:45,17/08/2022 11:48,Enrolled,[B.Sc.] Business Administration,M,,,,SE,SE,,tw,,no,No,,,,,,,Yes,Guardian,Tertiary/University Education,Yes,Guardian,Tertiary/University Education,International Baccalaureate (IB) Diploma,28/04/2022,,,,Ashesi Student/Alumni,No,No,,,,,,,,
28170,20598,30/05/2022 20:54,06/07/2022 10:46,Withdrawn,[B.Sc.] Computer Science,M,,,,SE,SE,,ak,,no,Yes,,,,,,,Yes,Father,Secondary/High School/Vocational Training,Yes,Sister,Tertiary/University Education,WASSCE - Ghana,03/08/2020,,,,Ashesi Student/Alumni,No,Yes,,,,,,,,
28175,20601,30/05/2022 23:21,02/12/2022 7:32,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,OQ,en,,No,No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Aunty,Tertiary/University Education,WASSCE - Ghana,29/08/2022,,,,"Friend
Ashesi Website",,Yes,,,,,,,,
28186,20607,31/05/2022 8:25,01/12/2022 13:36,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Father,Tertiary/University Education,WASSCE - Ghana,01/08/2022,,,,Teacher / Counselor,,No,,,,,,,,
19306,20614,31/05/2022 17:25,17/06/2022 5:59,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,SE,ada,,Yes. 2021,No,,,,,,,Yes,Father,Secondary/High School/Vocational Training,Yes,Mother,Basic Education/School,WASSCE - Ghana,05/10/2021,,,,Teacher / Counselor,No,Yes,,,,,,,,
19306,20614,31/05/2022 17:25,17/06/2022 5:59,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,SE,ada,,Yes. 2021,No,,,,,,,Yes,Father,Secondary/High School/Vocational Training,Yes,Mother,Basic Education/School,WASSCE - Ghana,05/10/2021,,,,Teacher / Counselor,No,Yes,,,,,,,,
28200,20615,31/05/2022 18:20,21/12/2022 9:00,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,en,,NO,No,,,,,,,Yes,FATHER,Tertiary/University Education,Yes,MOTHER,Tertiary/University Education,WASSCE - Ghana,01/08/2022,,,,Ashesi Website,No,No,,,,,,,,
28212,20624,01/06/2022 14:13,23/11/2022 16:01,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,,ak,,No,No,,,,,,,,,,,,,WASSCE - Ghana,,,,,"Other
Ashesi Parent",No,Yes,,,,,,,,
28214,20626,01/06/2022 15:27,19/09/2022 14:01,Withdrawn,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,en,,NO,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,31/08/2022,,,,Ashesi Website,No,No,,,,,,,,
15958,20627,01/06/2022 15:41,24/06/2022 18:51,Failed,[B.Sc.] Computer Engineering,M,,,,,SE,,tw,,"Yes, 2021 academic year",No,,,,,,,Yes,Dad,Secondary/High School/Vocational Training,Yes,Mum,Basic Education/School,WASSCE - Ghana,30/07/2019,,,,"Friend
Ashesi Website",,Yes,,,,,,,,
27442,20630,01/06/2022 21:27,01/07/2022 8:04,Failed,[B.Sc.] Computer Engineering,M,,,,,SE,,tw,,No,Yes,,,,,,,Yes,Father,Secondary/High School/Vocational Training,Yes,Mother,Secondary/High School/Vocational Training,WASSCE - Ghana,28/09/2022,,,,"Ashesi Parent
Ashesi Student/Alumni",No,Yes,,,,,,,,
28220,20633,02/06/2022 9:39,15/08/2022 12:51,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,no,No,,,,,,,Yes,Dad,Tertiary/University Education,Yes,Mom,Secondary/High School/Vocational Training,IGCSE 'A' Level,04/05/2022,,,,"Ashesi Student/Alumni
Teacher / Counselor",no,No,,,,,,,,
28223,20634,02/06/2022 12:07,01/07/2022 22:36,Withdrawn,[B.Sc.] Computer Engineering,M,,,,SE,SE,,ig,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Nigeria,23/08/2021,,,,Ashesi Website,No I haven't,Yes,,,,,,,,
28227,20638,02/06/2022 18:24,15/06/2022 15:36,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,ee,,no,No,,,,,,,Yes,BROTHER,Tertiary/University Education,Yes,MOTHER,Basic Education/School,WASSCE - Ghana,01/09/2021,,,,Campus Tour,no,Yes,,,,,,,,
28243,20645,03/06/2022 11:24,05/10/2022 16:47,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,tw,,NO,No,,,,,,,Yes,FATHER,Basic Education/School,Yes,MOTHER,Basic Education/School,WASSCE - Ghana,01/08/2022,,,,"Ashesi Website
Teacher / Counselor
Friend",no,Yes,,,,,,,,
28243,20645,03/06/2022 11:24,05/10/2022 16:47,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,tw,,NO,No,,,,,,,Yes,FATHER,Basic Education/School,Yes,MOTHER,Basic Education/School,WASSCE - Ghana,01/08/2022,,,,"Ashesi Website
Teacher / Counselor
Friend",no,Yes,,,,,,,,
28250,20649,03/06/2022 15:13,29/07/2022 20:52,Failed,[B.Sc.] Business Administration,M,,,,OQ,SE,SE,rw,,No,No,,,,,,,Yes,Father,Basic Education/School,Yes,Mother,No Formal Education,IGCSE 'A' Level,15/03/2021,,,,Teacher / Counselor,No,Yes,,,,,,,,
28261,20656,03/06/2022 21:57,05/10/2022 14:05,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,ss,,No,No,,,,,,,Yes,Mother,Basic Education/School,Yes,Father,Basic Education/School,Other Official Exam,01/11/2021,,,,Friend,No,Yes,,,,,,,,
28269,20658,04/06/2022 6:10,25/10/2022 5:58,Failed,[B.Sc.] Business Administration,M,,,,OQ,OQ,VO,rw,,No,No,,,,,,,Yes,Mother,No Formal Education,Yes,Father,No Formal Education,High School Diploma,12/11/2019,,,,Teacher / Counselor,No,Yes,,,,,,,,
28270,20659,04/06/2022 6:21,22/08/2022 19:02,Failed,[B.Sc.] Business Administration,M,,,Nation To Nation Christian university,VO,VO,BA,ar,,No,No,,,,,,,Yes,Mother,No Formal Education,Yes,,No Formal Education,Other Official Exam,03/12/2018,,,,Friend,No,Yes,,,,,,,,
28273,20662,04/06/2022 10:56,05/12/2022 18:13,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,No,No,,,,,,,Yes,Mother,Tertiary/University Education,,,,WASSCE - Ghana,21/09/2022,,,,School Visit,,Yes,,,,,,,,
28274,20663,04/06/2022 11:18,20/06/2022 13:29,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,SE,en,,NO,Yes,,,,,,,Yes,FATHER,Tertiary/University Education,Yes,Mother,Tertiary/University Education,"IGCSE 'A' Level
High School Diploma",02/05/2022,,,,Ashesi Student/Alumni,,No,,,,,,,,
28279,20668,04/06/2022 18:28,29/07/2022 17:40,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,SE,sw,,No,No,,,,,,,Yes,Mother,Basic Education/School,No,Father,No Formal Education,Other Official Exam,03/05/2021,,,,Teacher / Counselor,,Yes,,,,,,,,
28284,20672,04/06/2022 20:49,03/11/2022 22:34,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,din,,No,No,,,,,,,Yes,Father,No Formal Education,Yes,Mother,No Formal Education,Other Official Exam,16/12/2019,,,,Friend,,Yes,,,,,,,,
28284,20672,04/06/2022 20:49,03/11/2022 22:34,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,din,,No,No,,,,,,,Yes,Father,No Formal Education,Yes,Mother,No Formal Education,Other Official Exam,16/12/2019,,,,Friend,,Yes,,,,,,,,
28287,20673,04/06/2022 21:20,21/08/2022 19:31,Failed,[B.Sc.] Management Information Systems,F,,,,SE,SE,,din,,No,No,,,,,,,Yes,Father,Secondary/High School/Vocational Training,No,Mother,No Formal Education,Other Official Exam,30/01/2020,,,,Facebook,No,Yes,,,,,,,,
28290,20677,05/06/2022 4:09,11/07/2022 15:32,Withdrawn,[B.Sc.] Computer Science,M,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Secondary/High School/Vocational Training,IGCSE 'A' Level,12/06/2021,,,,"Ashesi Student/Alumni
Friend
Campus Tour",No,No,,,,,,,,
28302,20685,05/06/2022 11:28,15/07/2022 14:10,Enrolled,[B.Sc.] Management Information Systems,M,,,,SE,SE,,nus,,No,No,,,,,,,Yes,Father,No Formal Education,Yes,Brother,Secondary/High School/Vocational Training,Other Official Exam,23/03/2020,,,,"Ashesi Website
Friend",No,Yes,,,,,,,,
18100,20686,05/06/2022 11:51,08/07/2022 16:01,Enrolled,[B.Sc.] Computer Science,M,,,,SE,SE,,ee,,No,No,,,,,,,Yes,Father,Tertiary/University Education,,,,High School Diploma,31/05/2021,,,,"Ashesi Student/Alumni
Ashesi Staff/Faculty
Instagram
Ashesi Website
School Visit",No,No,,,,,,,,
28303,20687,05/06/2022 12:51,27/10/2022 23:37,Withdrawn,[B.Sc.] Computer Science,M,,,,SE,SE,OQ,ha,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Secondary/High School/Vocational Training,WASSCE - Ghana,26/09/2022,,,,"Friend
Teacher / Counselor",,No,,,,,,,,
22274,20688,05/06/2022 18:59,29/12/2022 13:21,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,,fat,,Yes - 2021,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,29/08/2022,,,,Television,No,No,,,,,,,,
28311,20694,05/06/2022 20:35,19/12/2022 18:49,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,tw,,no,No,,,,,,,Yes,Mother,Secondary/High School/Vocational Training,Yes,Father,Secondary/High School/Vocational Training,WASSCE - Ghana,01/08/2022,,,,Friend,,Yes,,,,,,,,
27705,20698,05/06/2022 21:28,09/12/2022 7:35,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,fat,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,23/08/2022,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend",,No,,,,,,,,
28319,20703,06/06/2022 9:35,26/07/2022 16:55,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,,din,,No,No,,,,,,,Yes,Uncle,Secondary/High School/Vocational Training,Yes,Cousin Brother,Secondary/High School/Vocational Training,WASSCE - Ghana,03/12/2020,,,,Friend,No,Yes,,,,,,,,
28326,20709,06/06/2022 11:08,28/11/2022 22:46,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,en,,NO,No,,,,,,,Yes,FATHER,Tertiary/University Education,Yes,MOTHER,Secondary/High School/Vocational Training,WASSCE - Ghana,31/08/2022,,,,"Friend
Newspaper
Ashesi Website
Teacher / Counselor",,No,,,,,,,,
28253,20710,06/06/2022 11:49,14/06/2022 10:30,Auto Deny,[B.Sc.] Management Information Systems,F,,,,,SE,,sn,,no,No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Father,Tertiary/University Education,IGCSE 'A' Level,,,,,"Ashesi Student/Alumni
Ashesi Website",no,Yes,,,,,,,,
28336,20723,06/06/2022 19:29,13/07/2022 19:52,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,tw,,No,No,,,,,,,Yes,Father,Tertiary/University Education,No,Mother,Basic Education/School,WASSCE - Ghana,08/10/2021,,,,Television,,Yes,,,,,,,,
28344,20728,07/06/2022 1:59,19/12/2022 15:10,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,,SE,,ee,,No,No,,,,,,,Yes,Grandmother,No Formal Education,Yes,Uncle,Tertiary/University Education,WASSCE - Ghana,08/10/2021,,,,Ashesi Website,No,Yes,,,,,,,,
28350,20732,07/06/2022 8:32,05/12/2022 8:10,Enrolled,[B.Sc.] Computer Science,F,,,,SE,SE,,tw,,NO,No,,,,,,,Yes,FATHER,Tertiary/University Education,Yes,MOTHER,Tertiary/University Education,WASSCE - Ghana,13/09/2022,,,,Ashesi Website,NO,No,,,,,,,,
28354,20734,07/06/2022 9:13,14/12/2022 11:57,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,en,,NO,No,,,,,,,Yes,MOTHER,Tertiary/University Education,Yes,FATHER,Tertiary/University Education,WASSCE - Ghana,02/09/2022,,,,"Teacher / Counselor
School Visit
Ashesi Website",No,No,,,,,,,,
28362,20738,07/06/2022 10:24,04/12/2022 20:04,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Father,Tertiary/University Education,WASSCE - Ghana,02/09/2022,,,,"Teacher / Counselor
School Visit
Ashesi Student/Alumni
Friend",No,No,,,,,,,,
28366,20740,07/06/2022 10:34,01/12/2022 17:29,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,OQ,SE,ak,,No,No,,,,,,,No,Father,Secondary/High School/Vocational Training,Yes,Mother,Basic Education/School,WASSCE - Ghana,01/08/2022,,,,"Friend
School Visit
Ashesi Website",No,Yes,,,,,,,,
28368,20741,07/06/2022 10:51,01/09/2022 23:03,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,29/08/2022,,,,"Ashesi Student/Alumni
Instagram
Friend",,No,,,,,,,,
28370,20744,07/06/2022 11:18,05/12/2022 20:15,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,fat,,NO,No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Father,Tertiary/University Education,WASSCE - Ghana,01/09/2022,,,,"Ashesi Website
Campus Tour",,No,,,,,,,,
28375,20750,07/06/2022 15:22,22/10/2022 8:48,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,OQ,ee,,No,No,,,,,,,Yes,Father,Secondary/High School/Vocational Training,Yes,Pastor,Tertiary/University Education,WASSCE - Ghana,06/09/2021,,,,Friend,No,Yes,,,,,,,,
28382,20753,07/06/2022 15:40,07/12/2022 0:43,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,tw,,No,Yes,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,22/08/2022,,,,Ashesi Student/Alumni,,Yes,,,,,,,,
28383,20754,07/06/2022 17:51,06/12/2022 21:44,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Secondary/High School/Vocational Training,WASSCE - Ghana,01/08/2022,,,,"Friend
Ashesi Website",,Yes,,,,,,,,
28384,20755,07/06/2022 17:56,09/06/2022 7:20,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Father,Tertiary/University Education,WASSCE - Ghana,02/09/2022,,,,"Ashesi Website
Teacher / Counselor
School Visit
Ashesi Student/Alumni",,No,,,,,,,,
28385,20756,07/06/2022 18:14,02/12/2022 17:33,Withdrawn,[B.Sc.] Management Information Systems,M,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,29/08/2022,,,,Ashesi Student/Alumni,No,No,,,,,,,,
20557,20762,07/06/2022 21:03,23/12/2022 20:36,Enrolled,[B.Sc.] Computer Science,F,,,,SE,SE,OQ,tw,,NO,Yes,,,,,,,Yes,FATHER,Tertiary/University Education,Yes,MOTHER,Secondary/High School/Vocational Training,WASSCE - Ghana,01/08/2022,,,,Ashesi Parent,NO,No,,,,,,,,
28401,20769,08/06/2022 6:07,09/06/2022 17:14,Enrolled,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,din,,N/A,No,,,,,,,Yes,Father,No Formal Education,Yes,Brother to my mother (uncle),Tertiary/University Education,Other Official Exam,03/12/2019,,,,Ashesi Website,Not applicable,Yes,,,,,,,,
28409,20776,08/06/2022 8:23,02/12/2022 16:17,Withdrawn,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,OQ,gaa,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,29/07/2022,,,,"Teacher / Counselor
Friend
Ashesi Website",,No,,,,,,,,
28410,20777,08/06/2022 8:51,03/12/2022 23:08,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,tw,,No,No,,,,,,,Yes,Father,Basic Education/School,Yes,Mother,Secondary/High School/Vocational Training,WASSCE - Ghana,01/08/2022,,,,"Friend
Ashesi Student/Alumni
Teacher / Counselor",,Yes,,,,,,,,
28412,20779,08/06/2022 8:54,02/12/2022 20:32,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,tw,,No,Yes,,,,,,,Yes,FATHER,Tertiary/University Education,Yes,MOTHER,Tertiary/University Education,WASSCE - Ghana,01/08/2022,,,,"Ashesi Student/Alumni
Friend
Teacher / Counselor",,Yes,,,,,,,,
28415,20782,08/06/2022 10:35,26/09/2022 14:15,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,SE,en,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,IGCSE 'A' Level,08/06/2022,,,,"Teacher / Counselor
Ashesi Website
Friend",,Yes,,,,,,,,
28418,20785,08/06/2022 11:23,29/06/2022 10:43,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,mas,,No.,No,,,,,,,Yes,Mother,Basic Education/School,No,Father,Basic Education/School,Other Official Exam,03/05/2021,,,,"Ashesi Website
Teacher / Counselor
Friend",No.,Yes,,,,,,,,
28425,20793,08/06/2022 14:51,01/12/2022 11:44,Withdrawn,[B.Sc.] Business Administration,M,,,,SE,SE,,tw,,no,No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,father,Tertiary/University Education,WASSCE - Ghana,01/08/2022,,,,"Ashesi Staff/Faculty
Friend
Television
Ashesi Website",No,No,,,,,,,,
28427,20796,08/06/2022 16:16,01/12/2022 15:29,Enrolled,[B.Sc.] Computer Science,M,,,,SE,SE,,en,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,22/08/2022,,,,"School Visit
Teacher / Counselor
Ashesi Parent",No,No,,,,,,,,
28430,20798,08/06/2022 17:39,01/12/2022 21:11,Failed,[B.Sc.] Management Information Systems,F,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Sister,Tertiary/University Education,,,,WASSCE - Ghana,29/08/2022,,,,"Ashesi Student/Alumni
Teacher / Counselor
Friend",No,Yes,,,,,,,,
28431,20800,08/06/2022 18:28,06/12/2022 12:06,Withdrawn,[B.Sc.] Business Administration,M,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Secondary/High School/Vocational Training,WASSCE - Ghana,09/06/2022,,,,Ashesi Student/Alumni,,No,,,,,,,,
28432,20801,08/06/2022 18:48,01/12/2022 17:36,Enrolled,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,fat,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,,,,,"Instagram
School Visit",NO,No,,,,,,,,
27709,20805,08/06/2022 21:07,29/11/2022 10:16,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,,tw,,NO,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,01/06/2022,,,,"School Visit
Instagram",No,No,,,,,,,,
27709,20805,08/06/2022 21:07,29/11/2022 10:16,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,tw,,NO,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,01/06/2022,,,,"School Visit
Instagram",No,No,,,,,,,,
28446,20809,09/06/2022 2:23,29/06/2022 14:19,Failed,[B.Sc.] Business Administration,M,,,,,SE,,ak,,2020,No,,,,,,,Yes,Father,Basic Education/School,Yes,Mother,No Formal Education,WASSCE - Ghana,11/06/2018,,,,"Radio
Friend",,Yes,,,,,,,,
28449,20814,09/06/2022 9:44,04/12/2022 19:20,Withdrawn,[B.Sc.] Management Information Systems,F,,,,SE,SE,,ee,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,02/09/2022,,,,"Teacher / Counselor
School Visit
Ashesi Website
Friend
Ashesi Student/Alumni",,No,,,,,,,,
28451,20817,09/06/2022 11:10,10/12/2022 15:59,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Mother,Secondary/High School/Vocational Training,Yes,Father,Secondary/High School/Vocational Training,"WASSCE - Ghana
High School Diploma",22/08/2022,,,,"Friend
Ashesi Website",,No,,,,,,,,
28457,20818,09/06/2022 17:20,12/12/2022 21:46,Enrolled,[B.Sc.] Management Information Systems,F,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,02/09/2022,,,,"Teacher / Counselor
School Visit
Friend
Ashesi Student/Alumni",No,No,,,,,,,,
28467,20826,09/06/2022 20:20,14/07/2022 23:57,Enrolled,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,OQ,tw,,no,Yes,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,IGCSE 'A' Level,,,,,"Ashesi Student/Alumni
Instagram
Twitter
Ashesi Website
Friend",yes,No,,,,,,,,
28482,20835,10/06/2022 10:11,28/08/2022 16:20,Failed,[B.Sc.] Computer Science,F,,,,SE,SE,,und,,No,No,,,,,,,Yes,Father,No Formal Education,Yes,Mother,No Formal Education,WASSCE - Ghana,14/10/2021,,,,Teacher / Counselor,No,Yes,,,,,,,,
28460,20840,10/06/2022 13:53,11/08/2022 12:28,Auto Deny,[B.Sc.] Business Administration,F,,,,SE,SE,SE,en,,No,Yes,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,IGCSE 'A' Level,26/05/2022,,,,"Ashesi Student/Alumni
Other",No,No,,,,,,,,
28490,20841,10/06/2022 15:56,16/07/2022 0:00,Failed,[B.Sc.] Management Information Systems,F,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Father,Basic Education/School,Yes,Mother,Secondary/High School/Vocational Training,WASSCE - Ghana,29/08/2022,,,,Ashesi Student/Alumni,No,Yes,,,,,,,,
28492,20843,10/06/2022 17:02,09/09/2022 12:39,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,tw,,No,No,,,,,,,Yes,Father,Basic Education/School,Yes,Mother,Basic Education/School,WASSCE - Ghana,01/08/2022,,,,Ashesi Staff/Faculty,No,Yes,,,,,,,,
23907,20844,10/06/2022 22:39,08/07/2022 10:31,Failed,[B.Sc.] Computer Science,M,,,,OQ,OQ,,en,,No,No,,,,,,,Yes,Mother,Tertiary/University Education,Yes,Father,Tertiary/University Education,"International Baccalaureate (IB) Diploma
Other Official Exam",,,,,"Teacher / Counselor
School Visit",No,No,,,,,,,,
28517,20859,11/06/2022 9:15,24/06/2022 14:22,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,SE,gaa,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Father,Tertiary/University Education,IGCSE 'A' Level,07/06/2021,,,,Ashesi Website,,Yes,,,,,,,,
28523,20864,11/06/2022 12:00,11/08/2022 21:15,Enrolled,[B.Sc.] Business Administration,M,,,,SE,SE,SE,gaa,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,IGCSE 'A' Level,,,,,Ashesi Website,No,Yes,,,,,,,,
28527,20868,11/06/2022 15:34,27/11/2022 20:21,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,en,,Yes. 2021,No,,,,,,,Yes,Father,Basic Education/School,Yes,Mother,Basic Education/School,High School Diploma,28/06/2021,,,,"Friend
Ashesi Website",,Yes,,,,,,,,
28531,20870,11/06/2022 16:26,19/08/2022 3:31,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,fat,,no,No,,,,,,,Yes,father,Tertiary/University Education,Yes,mother,Tertiary/University Education,IGCSE 'A' Level,08/06/2022,,,,Ashesi Website,,Yes,,,,,,,,
28535,20873,11/06/2022 18:00,01/12/2022 19:43,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,OQ,tw,,No,No,,,,,,,Yes,father,Secondary/High School/Vocational Training,Yes,mother,Basic Education/School,WASSCE - Ghana,29/08/2022,,,,Instagram,no,Yes,,,,,,,,
28536,20874,11/06/2022 18:38,01/12/2022 19:28,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,fat,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,WASSCE - Ghana,22/08/2022,,,,"Ashesi Website
Ashesi Student/Alumni
Instagram",,Yes,,,,,,,,
28539,20879,12/06/2022 4:58,08/07/2022 7:23,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,din,,No,No,,,,,,,No,Father,No Formal Education,Yes,Mother,No Formal Education,Other Official Exam,16/12/2019,,,,"Ashesi Website
Facebook
Twitter
Instagram
Television",,Yes,,,,,,,,
28321,20885,12/06/2022 16:49,07/07/2022 20:40,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,ak,,No,No,,,,,,,Yes,Father,Tertiary/University Education,Yes,Mother,Tertiary/University Education,IGCSE 'A' Level,28/04/2022,,,,Campus Tour,No,No,,,,,,,,
